"uid","do_extid","do_aktid","do_titel","do_datum_start","do_datum_ende","do_ausstellungsort","do_umfang","do_band","do_bemerkung","do_edition","do_sperrfrist","do_sperrgrund","do_sperre_ende","do_entnommen","do_verz_protokoll","do_microfilm","do_reg_sgnatur","do_update","do_create","do_systematik1","do_systematik2","do_archivsignatur_alt","do_enthaelt","do_darin","do_aktentitel","do_beschreibung","do_verweis","do_kontext_link","do_transkription_link","do_reservefeld","do_dateiname","do_idart","do_teaserheadline","do_teaserbild","do_teasertext","do_urn"
"1514","11","11","Der Rat der Stadt Magdeburg teilt dem Rat der Stadt Braunschweig mit, dass er nach dem Bericht der Gesandten wegen der Beschickung des Hansetages und der Kontribution für den Kriegszug nach Frankreich den Hansetag nun doch besuchen will, Magdeburg, 29. Juni 1591. ","1591-06-29","1591-06-29","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie mit Briefverkehr des Rates der Stadt Braunschweig mit anderen Städten.","Regesten der Braunschweiger Hanseakten des 16. Jahrhunderts (in Bearbeitung, Ms. im StA Braunschweig), hier S. 338.",,,,,,,,"2025-06-18 07:30:53","2025-06-18 07:30:53","02.01.05.01 Braunschweig","Hanse","Stadtarchiv Braunschweig, B III 4: 18, fol. 212r-213v",,,"Verhältnis zu Hanse und Sächsischem Städtebund","Ausfertigung, dt., Tinte auf Papier.",,,,,"B_III_4_18_2_0001.jpg;B_III_4_18_2_0002.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502181530046.509391453703"
"1515","12","12","Der Rat der Stadt Magdeburg kündigt dem Rat der Stadt Braunschweig die Werbung des Lazarus Köler an, Magdeburg, 23. Juli 1591.","1591-07-17","1591-07-23","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie mit Briefverkehr des Rates der Stadt Braunschweig mit anderen Städten.","Regesten der Braunschweiger Hanseakten des 16. Jahrhunderts (in Bearbeitung, Ms. im StA Braunschweig), hier S. 339. ",,,,,,,,"2025-06-18 07:30:53","2025-06-18 07:30:53","02.01.05.01 Braunschweig","Hanse","Stadtarchiv Braunschweig, B III 4: 18, fol. 228r-233v","""Beilagen: Der Rat der Stadt Lübeck und der Hansetag beglaubigen den Magdeburger Syndikus Dr. Lazarus Köler zu einer mündlichen Werbung, 17. Juli 1591. Der Rat der Stadt Lübeck und der Hansetag bitten den Magdeburger Rat, dieser möge seinen Syndikus Lazar",,"Verhältnis zu Hanse und Sächsischem Städtebund","Ausfertigung mit aufgedrücktem Sekretsiegel, dt., Tinte auf Papier, Rückseite: Adresse, Kanzleivermerk (16. Jh.).",,,,,"B_III_4_18_2_0003.jpg;B_III_4_18_2_0004.jpg;B_III_4_18_2_0005.jpg;B_III_4_18_2_0006.jpg;B_III_4_18_2_0007.jpg;B_III_4_18_2_0008.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503040628446.601205637239"
"1516","13","13","Supplik [Bittschrift] des Daniel Wüstehoff, Bürger der Stadt Magdeburg, an den Rat zu Braunschweig wegen seiner Klagen gegen Stefan Paris, Braunschweig, 5. Mai 1579.","1579-05-05","1579-05-20","Stadtarchiv Braunschweig",,,"Akte enthält auch: Gerichtsverfügungen in Braunschweig in Sachen Daniel Wüstehoff, Bürger der Altstadt Magdeburg, gegen den in Braunschweig inhaftierten Stefan Paris, Kaufmann zu La Rochelle, 06.-20. Mai 1579.- Verfügung über die Kaution gegen Stefan Paris.",,,,,,,,,"2025-06-18 07:30:53","2025-06-18 07:30:53","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Stadtarchiv Braunschweig, B IV 15b: 12, fol. 168r-170r","Beilage: Aufstellung über den Schaden aus dem Seeraub des Stefan Paris an einem Schiff des Daniel Wüstehoff auf der Fahrt von Hamburg nach Lissabon ab dem 23. April 1575.",,"Proceß wider Steffan Paris aus La Rochelle wegen Seeraubes, verübt an Bürgern Braunschweigs, Lübecks, Hamburgs und Magdeburgs",,,,,,"B_IV_15_b_12_2.jpg;B_IV_15_b_12_3.jpg;B_IV_15_b_12_4.jpg;B_IV_15_b_12_5.jpg","3155",,,,"urn:nbn:de:gbv:ma26-2503040629563.457539717074"
"1517","14","14","Schreiben des Dr. Henning Stein, Bürger in Magdeburg, an Reichserbmarschall Gottfried Heinrich zu Beyenheim und Treichling, Kommandeur des Feldlagers vor Wolfenbüttel, wegen der widerrechtlichen Enteignung seines Schwiegervaters Joachim Kemnitz durch den Rat der Stadt Helmstedt, Braunschweig, 5. November 1627.","1627-11-05","1627-11-05","Stadtarchiv Braunschweig",,,"Akte enthält auch: Protest von Bürgermeister und Rat der Stadt Helmstedt beim Rat der Stadt Braunschweig gegen Beschlagnahme von Gütern ihrer Bürger und dessen Antwort.",,,,,,,,,"2025-06-18 07:30:53","2025-06-18 07:30:53","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Stadtarchiv Braunschweig, B IV 15a: 62, 2r-8v","Beilagen: Privileg Kaiser Rudolfs II. für die Stadt Magdeburg in Erneuerung eines Privilegs Kaiser Maximilians II von 1561 [Privilegium poenale Magdeburgensium, dass keine Stadt Güter oder Gelder von Magdeburgern arrestieren darf, bei Strafe von 200 Mark ",,"Acta in Sachen des Dr. Henning Stein in Magdeburg wider den Bürgermeister Ernesti zu Helmstedt wegen Hausverkaufs","Eigenhändiges Schreiben mit aufgedrücktem Sekretsiegel, dt., Tinte auf Papier.",,,,,"B_IV_15a_62_0001.jpg;B_IV_15a_62_0002.jpg;B_IV_15a_62_0003.jpg;B_IV_15a_62_0004.jpg;B_IV_15a_62_0005.jpg;B_IV_15a_62_0006.jpg;B_IV_15a_62_0007.jpg;B_IV_15a_62_0008.jpg;B_IV_15a_62_0009.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503040630293.213812316072"
"1518","15","15","Der Rat der Stadt Magdeburg teilt dem Rat der Stadt Braunschweig mit, dass man an dem Treffen am 13. Februar nicht teilnehmen kann, und hofft, dass die Beratung an den früheren Beschlüssen wegen des Hansekontors zu Brügge festhalten wird, Magdeburg, 9. Februar 1542. ","1542-02-09","1542-02-09","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie. Antwort auf Schreiben von Braunschweig an Magdeburg mit Einladung zu einem Quartiertag in Sachen des Brügger Kontors am 13. Februar ein (4. Februar 1542).Die Hansestädte waren im 14. Jh. so genannten ""Dritteln"" zugeordnet, deren bedeutendste Städte als ""Vororte"" bezeichnet wurden. Im lübisch-sächsischen Drittel war dies Lübeck, im westfälisch-preußischen Drittel (das die rheinischen Städte einschloss) Dortmund, später Köln und im gotländisch-livländischen Drittel erst Visby, dann Riga. Später gab es ein sächsisches Drittel, zu dem auch die preußischen und livländischen Städte gehörten, mit Braunschweig an der Spitze. Ende das 15. Jh. organisierten sich die Hansestädte in ""Vierteln"" oder ""Quartieren"" mit jeweils einer Quartierstadt: das wendische mit Lübeck, das westfälisch-niederländische mit Köln, das preußisch-lievländische mit Danzig, das sächsisch-brandenburgische mit Braunschweig.  Die Drittel-Organisation wurde allerdings im 16. Jahrhundert wiederbelebt. Als neue Drittelstädte werden Lübeck, Hamburg und Magdeburg genannt.","Regesten der Braunschweiger Hanseakten des 16. Jahrhunderts (in Bearbeitung, Ms. im StA Braunschweig), hier S. 25.",,,,,,,,"2025-06-18 07:50:11","2025-06-18 07:30:53","02.01.05.01 Braunschweig","Hanse","Stadtarchiv Braunschweig, B III 4: 1 b, fol. 662r f.",,,"Articuli up des Kopmanns Privilegien und Fryheit","Ausfertigung mit aufgedrücktem, zerstörtem Siegel, dt., Tinte auf Papier, zerissen, Ränder eingerollt. Rückseite: Adresse.",,,,,"B_III_4_1b_662V_R0001.jpg;B_III_4_1b_662V_R0002.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502260633525.296155434848"
"1519","16","16","Instruktion der Städte Magdeburg, Braunschweig, Hildesheim und Göttingen für Braunschweigs Gesandte zum Lübecker Tag der Quartier- und wendischen Städte am 27. August, 26. Juli 1564.","1564-07-26","1564-07-26","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie. Die Hansestädte waren im 14. Jh. so genannten ""Dritteln"" zugeordnet, deren bedeutendste Städte als ""Vororte"" bezeichnet wurden. Im lübisch-sächsischen Drittel war dies Lübeck, im westfälisch-preußischen Drittel (das die rheinischen Städte einschloss) Dortmund, später Köln und im gotländisch-livländischen Drittel erst Visby, dann Riga. Später gab es ein sächsisches Drittel, zu dem auch die preußischen und livländischen Städte gehörten, mit Braunschweig an der Spitze. Ende das 15. Jh. organisierten sich die Hansestädte in ""Vierteln"" oder ""Quartieren"" mit jeweils einer Quartierstadt: das wendische mit Lübeck, das westfälisch-niederländische mit Köln, das preußisch-lievländische mit Danzig, das sächsisch-brandenburgische mit Braunschweig. Die Drittel-Organisation wurde allerdings im 16. Jahrhundert wiederbelebt. Als neue Drittelstädte werden Lübeck, Hamburg und Magdeburg genannt.","Regesten der Braunschweiger Hanseakten des 16. Jahrhunderts (in Bearbeitung, Ms. im StA Braunschweig), hier S. 177.",,,,,,,,"2025-06-18 07:51:01","2025-06-18 07:30:53","02.01.07.01 Hanse und Sächsischer Städtebund","Hanse","Stadtarchiv Braunschweig, B III 4: 7, fol. 10r-17v",,,"Verhandlung zu Lübeck wegen der Streitigkeiten der Stadt Braunschweig mit Lüneburg und Lübeck.","Ausfertigung mit Siegeln der Städte Magdeburg, Braunschweig, Hildesheim und Göttingen, dt., Tinte auf Papier.",,,,,"B_III_4_7_10V_17R0001.jpg;B_III_4_7_10V_17R0002.jpg;B_III_4_7_10V_17R0003.jpg;B_III_4_7_10V_17R0004.jpg;B_III_4_7_10V_17R0005.jpg;B_III_4_7_10V_17R0006.jpg;B_III_4_7_10V_17R0007.jpg;B_III_4_7_10V_17R0008.jpg;B_III_4_7_10V_17R0009.jpg;B_III_4_7_10V_17R0010.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503040630599.231805964223"
"1520","17","17","Der Rat der Stadt Magdeburg antwortet dem Rat der Stadt Braunschweig auf das Schreiben vom 20. Oktober (?), dass er für die Sendung des Rezesses auch an die übrigen Drittelstädte und für eine Beratung der Zehrung auf dem nächsten Tag ist, Magdeburg, 20. Oktober 1564.","1564-10-20","1564-10-20","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie. Die Hansestädte waren im 14. Jh. so genannten ""Dritteln"" zugeordnet, deren bedeutendste Städte als ""Vororte"" bezeichnet wurden. Im lübisch-sächsischen Drittel war dies Lübeck, im westfälisch-preußischen Drittel (das die rheinischen Städte einschloss) Dortmund, später Köln und im gotländisch-livländischen Drittel erst Visby, dann Riga. Später gab es ein sächsisches Drittel, zu dem auch die preußischen und livländischen Städte gehörten, mit Braunschweig an der Spitze. Ende das 15. Jh. organisierten sich die Hansestädte in ""Vierteln"" oder ""Quartieren"" mit jeweils einer Quartierstadt: das wendische mit Lübeck, das westfälisch-niederländische mit Köln, das preußisch-lievländische mit Danzig, das sächsisch-brandenburgische mit Braunschweig.  Die Drittel-Organisation wurde allerdings im 16. Jahrhundert wiederbelebt. Als neue Drittelstädte werden Lübeck, Hamburg und Magdeburg genannt.","Regesten der Braunschweiger Hanseakten des 16. Jahrhunderts (in Bearbeitung, Ms. im StA Braunschweig), hier S. 183.",,,,,,,,"2025-06-18 07:51:36","2025-06-18 07:30:53","02.01.05.01 Braunschweig","Hanse","Stadtarchiv Braunschweig, B III 4:7, fol. 143r-144v",,,"Verhandlung zu Lübeck wegen der Streitigkeiten der Stadt Braunschweig mit Lüneburg und Lübeck.","Ausfertigung mit Siegel, dt., Tinte auf Papier, Kanzleivermerk. ",,,,,"B_III_4_7_143V_144R0001.jpg;B_III_4_7_143V_144R0002.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502250700008.846964434068"
"1521","18","18","Der Rat der Stadt Magdeburg schlägt dem Rat der Stadt Braunschweig vor, das nächste Zusammentreffen der Städte in Halberstadt durchzuführen, und bittet um Unterstützung dieses Vorschlages, Magdeburg, 16. Februar 1546.","1546-02-16","1546-02-16","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Akte.",,,,,,,,,"2025-06-18 08:07:03","2025-06-18 07:30:53","02.01.05.01 Braunschweig","Schmalkaldischer Bund","Stadtarchiv Braunschweig, B IV 2 a: Nr. 42, fol. 21r f",,,"Korrespondenzen, Schmalkaldischer Bund","Ausfertigung mit Siegel, dt., Tinte auf Papier, Kanzleivermerk.",,,,,"B_IV_2a_42_19V_21R0004.jpg;B_IV_2a_42_19V_21R0005.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502250646270.358052561214"
"1522","19","19","Der Rat der Stadt Magdeburg schreibt dem Rat der Stadt Braunschweig, dass man den Tag zu Hannover nicht besuchen wird, und bittet, dass man über die Magdeburg betreffenden Angelegenheiten informiert wird, Magdeburg, 27. Februar 1546.","1546-02-27","1546-02-27","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Akte.",,,,,,,,,"2025-06-18 07:34:56","2025-06-18 07:30:53","02.01.05.01 Braunschweig","Schmalkaldischer Bund","Stadtarchiv Braunschweig, B IV 2 a: Nr. 42, fol. 28r-30v","Enthält auch: Konzept der Antwort des Rates der Stadt Braunschweig, 1. März 1546.",,"Korrespondenzen, Schmalkaldischer Bund","Ausfertigung mit Siegel, dt., Tinte auf Papier, Rückseite: Adresse",,,,,"B_IV_2a_42_28V_32R0001.jpg;B_IV_2a_42_28V_32R0002.jpg;B_IV_2a_42_28V_32R0003.jpg;B_IV_2a_42_28V_32R0004.jpg;B_IV_2a_42_28V_32R0005.jpg;B_IV_2a_42_28V_32R0006.jpg;B_IV_2a_42_28V_32R0007.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502250658151.503944749986"
"1523","20","20","Der Rat der Stadt Magdeburg informiert den Rat der Stadt Braunschweig über ein Schreiben des Kurfürstens von Sachsen, will diesen an die anderen Städte weiterleiten und fordert, eine Beredung auf dem Tag zu Halberstadt, Magdeburg, 20. März 1546.","1546-03-20","1546-03-20","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Akte.",,,,,,,,,"2025-06-18 08:07:03","2025-06-18 07:30:53","02.01.05.01 Braunschweig","Schmalkaldischer Bund","Stadtarchiv Braunschweig, B IV 2 a: Nr. 42, fol. 37r-38v",,,"Korrespondenzen, Schmalkaldischer Bund","Ausfertigung mit Siegel, dt., Tinte auf Papier; Rückseite: Adresse, Kanzlervermerk",,,,,"B_IV_2a_42_35V_42R0003.jpg;B_IV_2a_42_35V_42R0004.jpg;B_IV_2a_42_35V_42R0005.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190649111.109697685666"
"1524","21","21","Der Rat der Stadt Magdeburg schickt dem Rat der Stadt Braunschweig eine Liste mit Bedenken zu den Beschlüssen des Tags zu Halberstadt, Magdeburg, 10. April 1546.","1546-04-10","1546-04-10","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Akte.",,,,,,,,,"2025-06-18 08:07:03","2025-06-18 07:30:53","02.01.05.01 Braunschweig","Schmalkaldischer Bund","Stadtarchiv Braunschweig, B IV 2 a: Nr. 42, fol. 47r-50r","Beilage: Liste der Bedenken der Stadt.",,"Korrespondenzen, Schmalkaldischer Bund","Ausfertigung mit Siegel, dt., Tinte auf Papier, zerrissen, Rückseite: Adresse, Kanzlervermerk",,,,,"B_IV_2a_42_47V_52R0001.jpg;B_IV_2a_42_47V_52R0002.jpg;B_IV_2a_42_47V_52R0003.jpg;B_IV_2a_42_47V_52R0004.jpg;B_IV_2a_42_47V_52R0005.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190653302.586930718772"
"1525","22","22","Der Rat der Stadt Magdeburg schickt dem Rat der Stadt Braunschweig eine Kopie der Beschlüsse von Worms und will eine einheitliche Antwort der Sächsischen Städte erreichen, Magdeburg, 4. Mai 1546.","1546-05-03","1546-05-03","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Akte.",,,,,,,,,"2025-06-18 08:07:03","2025-06-18 07:30:53","02.01.05.01 Braunschweig","Schmalkaldischer Bund","Stadtarchiv Braunschweig, B IV 2 a: Nr. 42, fol. 59r f",,,"Korrespondenzen, Schmalkaldischer Bund","Ausfertigung mit Siegel, dt., Tinte auf Papier, zerrissen",,,,,"B_IV_2a_42_59V_62R0001.jpg;B_IV_2a_42_59V_62R0002.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190657136.480063508953"
"1526","23","23","Der Rat der Stadt Magdeburg teilt dem Rat der Stadt Braunschweig mit, dass man nichts über eine Schädigung von Magdeburgern in Antwerpen erfahren hat und genehmigt die Beschlüsse des angesetzten Tages, Magdeburg, 22. Dezember 1576.","1576-12-22","1576-12-22","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie.","Regesten der Braunschweiger Hanseakten des 16. Jahrhunderts (in Bearbeitung, Ms. im StA Braunschweig), hier S. 244.",,,,,,,,"2025-06-18 08:07:19","2025-06-18 07:30:53","02.01.05.01 Braunschweig","Hanse","Stadtarchiv Braunschweig, B III 4: 14, fol. 26r f",,,"Die dem Comtoir zu Antwerpen veranlaßten Beschwerden.","Ausfertigung mit Siegel, dt., Tinte auf Papier, Kanzleivermerk (16. Jh.)",,,,,"B_III_4_14_26V_R0001.jpg;B_III_4_14_26V_R0002.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502190700289.822672870805"
"1527","24","24","Der Rat der Stadt Magdeburg teilt dem Rat der Stadt Braunschweig mit, dass er für die Gewährung der vom Kaiser verlangten Audienz ist, die Antwort soll auf den Tag am 1. April verfasst werden, Magdeburg, 21. März 1577.","1577-03-21","1577-03-21","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie.","Regesten der Braunschweiger Hanseakten des 16. Jahrhunderts (in Bearbeitung, Ms. im StA Braunschweig), hier S. 249.",,,,,,,,"2025-06-18 08:07:19","2025-06-18 07:30:53","02.01.05.01 Braunschweig","Hanse","Stadtarchiv Braunschweig, B III 4: 14, fol. 111r f u. 114v",,,"Die dem Comtoir zu Antwerpen veranlaßten Beschwerden.","Ausfertigung mit Siegel, dt., Tinte auf Papier, Kanzleivermerk (16. Jh.)",,,,,"B_III_4_14_111V_R0001.jpg;B_III_4_14_111V_R0002.jpg;B_III_4_14_114_R0001.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502250657587.633715292152"
"1528","25","25","Der Rat der Stadt Magdeburg teilt dem Rat der Stadt Braunschweig mit, dass man den Tag zu Gunsten Danzigs billigt, für das man sich auch an anderer Stelle einsetzt, und empfiehlt eine hansisch-dänische Gesandtschaft an den König von Polen; macht Äußerung über Sudermanns Unkosten und die von ihm vorgeschlagene Schosserhöhung und schlägt die Beratung der Londoner Schlussrechnung auf dem nächsten Tag vor, Magdeburg, 1. August 1577.","1577-08-01","1577-08-01","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie.","Regesten der Braunschweiger Hanseakten des 16. Jahrhunderts (in Bearbeitung, Ms. im StA Braunschweig), hier S. 254.",,,,,,,,"2025-06-18 08:07:19","2025-06-18 07:30:53","02.01.05.01 Braunschweig","Hanse","Stadtarchiv Braunschweig, B III 4: 14, fol. 170r-172v",,,"Die dem Comtoir zu Antwerpen veranlaßten Beschwerden.","Ausfertigung mit Siegel, dt., Tinte auf Papier, Kanzleivermerk (16. Jh.)",,,,,"B_III_4_14_170V_172R0001.jpg;B_III_4_14_170V_172R0002.jpg;B_III_4_14_170V_172R0003.jpg;B_III_4_14_170V_172R0004.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502250657101.848091871342"
"1529","26","26","Der Rat der Stadt Magdeburg teilt dem Rat der Stadt Braunschweig mit, dass man den Beschluss des Segeberger Tages wegen der Vermittlung zwischen Polen und Danzig genehmigt und will auf weiteren Bescheid seine Kontributionsquote entrichten, Magdeburg, 7. September 1577.","1577-09-07","1577-09-07","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie.","Regesten der Braunschweiger Hanseakten des 16. Jahrhunderts (in Bearbeitung, Ms. im StA Braunschweig), hier S. 256.",,,,,,,,"2025-06-18 08:07:19","2025-06-18 07:30:53","02.01.05.01 Braunschweig","Hanse","Stadtarchiv Braunschweig, B III 4: 14, fol. 210r-211v",,,"Die dem Comtoir zu Antwerpen veranlaßten Beschwerden.","Ausfertigung mit Siegel, dt., Tinte auf Papier, Kanzleivermerk (16. Jh.)",,,,,"B_III_4_14_11.jpg;B_III_4_14_12.jpg;B_III_4_14_13.jpg;B_III_4_14_14.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502280656201.096546900332"
"1530","27","27","Der Rat der Stadt Magdeburg sagt dem Rat der Stadt Braunschweig seine Antwort auf das Schreiben vom 13. Mai für nach Pfingsten zu, Magdeburg, 16. Mai 1578.","1578-05-16","1578-05-16","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie.","Regesten der Braunschweiger Hanseakten des 16. Jahrhunderts (in Bearbeitung, Ms. im StA Braunschweig), hier S. 259.",,,,,,,,"2025-06-18 08:07:19","2025-06-18 07:30:53","02.01.05.01 Braunschweig","Hanse","Stadtarchiv Braunschweig, B III 4: 14, fol. 244r, 248v","Nachschrift: Kopialien.",,"Die dem Comtoir zu Antwerpen veranlaßten Beschwerden.","Ausfertigung mit Siegel, dt., Tinte auf Papier, Kanzleivermerk (16. Jh.)",,,,,"B_III_4_14_244V_252R0001.jpg;B_III_4_14_244V_252R0005.jpg;27_B_III_4_14_244V_252R0005.jpg","0",,,,"urn:nbn:de:gbv:ma26-2502280653158.579096230691"
"1531","28","28","Der Rat der Stadt Magdeburg schreibt dem Rat der Stadt Braunschweig, dass dieser sich auf dem Lübecker Tag nach eigenem Ermessen verhalten soll und verspricht die Genehmigung der Beschlüsse, sofern man dadurch nicht übermäßig belastet wird, Magdeburg, 24. Mai 1577.","1577-05-24","1577-05-24","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie.","Regesten der Braunschweiger Hanseakten des 16. Jahrhunderts (in Bearbeitung, Ms. im StA Braunschweig), hier S. 259.",,,,,,,,"2025-06-18 08:07:19","2025-06-18 07:30:53","02.01.05.01 Braunschweig","Hanse","Stadtarchiv Braunschweig, B III 4: 14, fol. 249r-252v",,,"Die dem Comtoir zu Antwerpen veranlaßten Beschwerden.","Ausfertigung mit Siegel, dt., Tinte auf Papier",,,,,"28_B_III_4_14_244V_252R0005.jpg;B_III_4_14_244V_252R0008.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503040631184.605434536992"
"1532","29","29","Der Rat der Stadt Magdeburg teilt dem Rat der Stadt Braunschweig mit, dass man mit dafür stimmt, dass der Gesandtschaft in den Niederlanden eine Entschädigung zugesichert wird, Magdeburg, 30. Juni 1578. ","1578-06-30","1578-06-30","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie.","Regesten der Braunschweiger Hanseakten des 16. Jahrhunderts (in Bearbeitung, Ms. im StA Braunschweig), hier S. 262.",,,,,,,,"2025-06-18 08:07:19","2025-06-18 07:30:53","02.01.05.01 Braunschweig","Hanse","Stadtarchiv Braunschweig, B III 4: 14, fol. 375r f,","Nachschrift: Kopialien.",,"Die dem Comtoir zu Antwerpen veranlaßten Beschwerden.","Ausfertigung mit Siegel, dt., Tinte auf Papier",,,,,"B_III_4_14_375V_R0001.jpg;B_III_4_14_375V_R0002.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503100658279.233267838437"
"1533","30","30","Der Rat der Stadt Magdeburg teilt dem Rat der Stadt Braunschweig mit, dass man das Schreiben an Lübeck billigt und schlägt für den Quartiertag den 25. Mai vor, Magdeburg, 7. April 1579. ","1579-04-07","1579-04-07","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie. Die Hansestädte waren im 14. Jh. so genannten ""Dritteln"" zugeordnet, deren bedeutendste Städte als ""Vororte"" bezeichnet wurden. Im lübisch-sächsischen Drittel war dies Lübeck, im westfälisch-preußischen Drittel (das die rheinischen Städte einschloss) Dortmund, später Köln und im gotländisch-livländischen Drittel erst Visby, dann Riga. Später gab es ein sächsisches Drittel, zu dem auch die preußischen und livländischen Städte gehörten, mit Braunschweig an der Spitze. Ende das 15. Jh. organisierten sich die Hansestädte in ""Vierteln"" oder ""Quartieren"" mit jeweils einer Quartierstadt: das wendische mit Lübeck, das westfälisch-niederländische mit Köln, das preußisch-lievländische mit Danzig, das sächsisch-brandenburgische mit Braunschweig. Die Drittel-Organisation wurde allerdings im 16. Jahrhundert wiederbelebt. Als neue Drittelstädte werden Lübeck, Hamburg und Magdeburg genannt.","Regesten der Braunschweiger Hanseakten des 16. Jahrhunderts (in Bearbeitung, Ms. im StA Braunschweig), hier S. 269.",,,,,,,,"2025-06-18 07:52:11","2025-06-18 07:30:53","02.01.05.01 Braunschweig","Hanse","Stadtarchiv Braunschweig, B III 4: 14, fol. 496r f, 499v",,,"Die dem Comtoir zu Antwerpen veranlaßten Beschwerden.","Ausfertigung mit Siegel, dt., Tinte auf Papier, Kanzlervermerk (16. Jh.)",,,,,"B_III_4_14_496V_R0001.jpg;B_III_4_14_496V_R0002.jpg;B_III_4_14_499_R0001.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503040656371.591181226113"
"1534","31","31","Der Rat der Stadt Magdeburg bestätigt den Empfang des Briefes vom Rat der Stadt Braunschweig vom, Magdeburg, 9. Mai 1579, 12. Mai 1579.","1579-05-12","1579-05-12","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie.","Regesten der Braunschweiger Hanseakten des 16. Jahrhunderts (in Bearbeitung, Ms. im StA Braunschweig), hier S. 271.",,,,,,,,"2025-06-18 08:07:19","2025-06-18 07:30:53","02.01.05.01 Braunschweig","Hanse","Stadtarchiv Braunschweig, B III 4: 14, fol. 526ar,",,,"Die dem Comtoir zu Antwerpen veranlaßten Beschwerden.","Ausfertigung mit Siegel, dt., Tinte auf Papier",,,,,"B_III_4_14_526a_V_R0001.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503100659437.023024257775"
"1535","32","32","Der Rat der Stadt Magdeburg bestätigt den Empfang des Briefes vom Rat der Stadt Braunschweig wegen des Hansetages und will eine Beratung darüber auf dem Braunschweiger Tag, Magdeburg, 21. Mai 1579.","1579-05-21","1579-05-21","Stadtarchiv Braunschweig",,,"Teil einer umfangreicheren Aktenserie.","Regesten der Braunschweiger Hanseakten des 16. Jahrhunderts (in Bearbeitung, Ms. im StA Braunschweig), hier S. 272.",,,,,,,,"2025-06-18 08:07:19","2025-06-18 07:30:53","02.01.05.01 Braunschweig","Hanse","Stadtarchiv Braunschweig, B III 4: 14, fol. 446r f,",,,"Die dem Comtoir zu Antwerpen veranlaßten Beschwerden.","Ausfertigung mit Siegel, dt., Tinte auf Papier",,,,,"B_III_4_14_546_V0001.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503100700048.927227319761"
